#,Time,Title,_source_page,_wiki_api,biome_category,game,_matched_categories,final_category,Name,Played in,col2,Location,Mark,Artist,Year,_ext_links
,,Temple of Time -Piano ver.-,BgmWz2,,unclassified,MapleStory,,,,,,Guild Castle jukebox,GuildCastle,ASTERIA,2023,['https://www.youtube.com/watch?v=puBPCl0I82k']
,,Pantheon -Piano ver.-,BgmWz2,,unclassified,MapleStory,,,,,,Guild Castle jukebox,GuildCastle,ASTERIA,2023,['https://www.youtube.com/watch?v=HfuK1JlKqnM']
,,"My Prince, My Kingdom -Piano ver.-",BgmWz2,,unclassified,MapleStory,,,,,,Guild Castle jukebox,GuildCastle,ASTERIA,2023,['https://www.youtube.com/watch?v=sDBj8OqZ4uk']
,,Outlaw of the Lonely Island -Piano ver.-,BgmWz2,,unclassified,MapleStory,,,,,,Guild Castle jukebox,GuildCastle,ASTERIA,2023,['https://www.youtube.com/watch?v=C5IgJL5DYR8']
,,Secret Elodin -Piano ver.-,BgmWz2,,unclassified,MapleStory,,,,,,Guild Castle jukebox,GuildCastle,ASTERIA,2023,['https://www.youtube.com/watch?v=qxbh5YiM6kI']
,,The Village of Karupa -Piano ver.-,BgmWz2,,unclassified,MapleStory,,,,,,Guild Castle jukebox,GuildCastle,ASTERIA,2023,['https://www.youtube.com/watch?v=tlvClm9as_g']
,,Fairy Tale -Piano ver.-,BgmWz2,,unclassified,MapleStory,,,,,,Guild Castle jukebox,GuildCastle,ASTERIA,2023,['https://www.youtube.com/watch?v=r_h_JrFA5kA']
,,Start the Adventure -Piano ver.-,BgmWz2,,unclassified,MapleStory,,,,,,Guild Castle jukebox,GuildCastle,ASTERIA,2023,['https://www.youtube.com/watch?v=xwWAeFrbG5s']
,,Guild Castle - Room,BgmWz2,,unclassified,MapleStory,,,,,,Guild Castle rooms,GuildCastle,ASTERIA,2023,['https://www.youtube.com/watch?v=Q9Z07FyisuI']
,,Guild Castle - Room (Original),BgmWz2,,unclassified,MapleStory,,,,,,Guild Castle rooms,GuildCastle,ASTERIA,2023,['https://www.youtube.com/watch?v=qgi93spqOis']
,,Guild Castle - Teatime,BgmWz2,,unclassified,MapleStory,,,,,,Guild Castle rooms,GuildCastle,ASTERIA,2023,['https://www.youtube.com/watch?v=xMjSLUHDy8E']
,,Guild Castle - Teatime (Original),BgmWz2,,unclassified,MapleStory,,,,,,Guild Castle rooms,GuildCastle,ASTERIA,2023,['https://www.youtube.com/watch?v=Srw9LRU0glM']
,,Ariant -Jazz ver.-,BgmWz2,,unclassified,MapleStory,,,,,,Buddy Headset: Jazz of Maple ft. Maple Studio Band,Ariant,ASTERIA,2020,['https://www.youtube.com/watch?v=HvklAUY_JIQ']
,,Cygnus Garden -Jazz ver.-,BgmWz2,,unclassified,MapleStory,,,,,,Buddy Headset: Jazz of Maple ft. Maple Studio Band,3018788,ASTERIA,2020,['https://www.youtube.com/watch?v=IrW3dV1VDFw']
,,Login -Jazz ver.-,BgmWz2,,unclassified,MapleStory,,,,,,Buddy Headset: Jazz of Maple ft. Maple Studio Band,TestServer,ASTERIA,2020,['https://www.youtube.com/watch?v=RcmDpwxm2vo']
,,Raindrop Flower -Jazz ver.-,BgmWz2,,unclassified,MapleStory,,,,,,Buddy Headset: Jazz of Maple ft. Maple Studio Band,Ereb,ASTERIA,2020,['https://www.youtube.com/watch?v=8E6RxMAGDWo']
,,Fantastic Thinking -Jazz ver.-,BgmWz2,,unclassified,MapleStory,,,,,,Buddy Headset: Jazz of Maple ft. Maple Studio Band,3018790,ASTERIA,2020,['https://www.youtube.com/watch?v=ZTwasFGhNuI']
,,Maple Explorer,BgmWz2,,unclassified,MapleStory,,,,,,Maple Explorer event,MExplorer,ASTERIA,2020,['https://www.youtube.com/watch?v=EV9D9CIe44k']
,,Mesodizers All Set,BgmWz2,,unclassified,MapleStory,,,,,,Omega Sector Night Troupe event,Wz2_annual,ASTERIA,2025,['https://www.youtube.com/watch?v=MioDekFkvQs']
,,Misty Island - Huge Ruin Centers,BgmWz2,,unclassified,MapleStory,,,,,,Maple Explorer - Misty Island event,MExplorerIsland,ASTERIA,2022,['https://www.youtube.com/watch?v=WCpwLmTLcJw']
,,Misty Island - Temporary Headquaters,BgmWz2,,unclassified,MapleStory,,,,,,Maple Explorer - Misty Island event,MExplorer,ASTERIA,2022,['https://www.youtube.com/watch?v=a9Cco4fLaBE']
,,Mu Lung Festa,BgmWz2,,unclassified,MapleStory,,,,,,Mu Lung Night Troupe event,Wz2_annual,ASTERIA,2024,['https://www.youtube.com/watch?v=33afOdW8RvM']
,,Mu Lung Fight Floor -Night Festival-,BgmWz2,,unclassified,MapleStory,,,,,,Mu Lung Night Troupe event,Wz2_annual,ASTERIA,2024,['https://www.youtube.com/watch?v=mJN_vS1cWZg']
,,El Nath -Jazz ver.-,BgmWz2,,unclassified,MapleStory,,,,,,My Home system content - Christmas event,myHome,ASTERIA,2020,['https://www.youtube.com/watch?v=R7t3G_kuR40']
,,Sweet Rest -Jazz ver.-,BgmWz2,,unclassified,MapleStory,,,,,,My Home system content - room decoration (Christmas),myHome,ASTERIA,2020,['https://www.youtube.com/watch?v=s1cyTiAsl3w']
,,Brand New Morning in the Plaza -Jazz ver.-,BgmWz2,,unclassified,MapleStory,,,,,,My Home system content - Kelanza Square (Christmas),myHome,ASTERIA,2020,['https://www.youtube.com/watch?v=eeYt-f3EhN4']
,,Sweet Rest,BgmWz2,,unclassified,MapleStory,,,,,,My Home system content - room decoration,myHome,ASTERIA,2019,['https://www.youtube.com/watch?v=_qrZyuh0Rj8']
,,Sweet Rest -Guitar ver.-,BgmWz2,,unclassified,MapleStory,,,,,,My Home system content - room decoration,myHome,ASTERIA,2019,['https://www.youtube.com/watch?v=sHTeqhDj2Y8']
,,Brand New Morning in the Plaza,BgmWz2,,unclassified,MapleStory,,,,,,My Home system content - Kelanza Square,myHome,ASTERIA,2019,['https://www.youtube.com/watch?v=fsQ6o8IVfXY']
,,Night Festival in Henesys,BgmWz2,,unclassified,MapleStory,,,,,,Henesys Night Circus event,Wz2_annual,ASTERIA,2020,['https://www.youtube.com/watch?v=IY_MJz4FVOI']
,,Night Festival in Nautilus,BgmWz2,,unclassified,MapleStory,,,,,,Nautilus Night Circus event,Wz2_annual,ASTERIA,2022,['https://www.youtube.com/watch?v=j15ZonbX10k']
,,Night Festival in Nautilus - Food Party,BgmWz2,,unclassified,MapleStory,,,,,,Nautilus Night Circus event,Wz2_annual,ASTERIA,2022,['https://www.youtube.com/watch?v=5ndMuZkpSaE']
,,Night Festival in Nautilus - Minigame,BgmWz2,,unclassified,MapleStory,,,,,,Nautilus Night Circus event,Wz2_annual,ASTERIA,2022,['https://www.youtube.com/watch?v=s5m8Rk_LhhQ']
,,Night Festival in Nautilus - Pub,BgmWz2,,unclassified,MapleStory,,,,,,Nautilus Night Circus event,Wz2_annual,ASTERIA,2022,['https://www.youtube.com/watch?v=7Qc-r0tnm94']
,,Night Festival in Rien,BgmWz2,,unclassified,MapleStory,,,,,,Rien Night Circus event,Wz2_annual,ASTERIA,2021,['https://www.youtube.com/watch?v=_qcl2XaCvQg']
,,Party Paradise - Main Lobby,BgmWz2,,unclassified,MapleStory,,,,,,Party Paradise,partyParadise,ASTERIA,2026,['https://www.youtube.com/watch?v=r4TlaaXAqkI']
,,Party Paradise - Who's the Winner,BgmWz2,,unclassified,MapleStory,,,,,,Party Paradise,partyParadise,ASTERIA,2026,['https://www.youtube.com/watch?v=y0ga2j-KIbs']
,,Party Paradise - Racing,BgmWz2,,unclassified,MapleStory,,,,,,Party Paradise,partyParadise,ASTERIA,2026,['https://www.youtube.com/watch?v=uafoSM1neUw']
,,Party Paradise - Team Battle,BgmWz2,,unclassified,MapleStory,,,,,,Party Paradise,partyParadise,ASTERIA,2026,['https://www.youtube.com/watch?v=ZIUYVn2SRrU']
,,Party Paradise - Final Round,BgmWz2,,unclassified,MapleStory,,,,,,Party Paradise,partyParadise,ASTERIA,2026,['https://www.youtube.com/watch?v=-vT_e40BfmM']
,,Bliss,BgmWz2,,unclassified,MapleStory,,,,,,Lian Plateau: Chilly Trail,RedMoon,ASTERIA,2025,['https://www.youtube.com/watch?v=4VoOdUK5hTY']
,,Breeze of Peril,BgmWz2,,unclassified,MapleStory,,,,,,Lian Plateau field,RedMoon,ASTERIA,2025,['https://www.youtube.com/watch?v=fkmRg-oHX54']
,,Forest of Secrets,BgmWz2,,unclassified,MapleStory,forest_jungle|cave_underground,,,,,Red Moon Forest,RedMoon_Dungeon,ASTERIA,2025,['https://www.youtube.com/watch?v=RvhB86xuHBc']
,,Forest of the Red Moon,BgmWz2,,unclassified,MapleStory,forest_jungle|cave_underground,,,,,Red Moon Forest,RedMoon_Dungeon,ASTERIA,2025,['https://www.youtube.com/watch?v=jGzvSs4eglI']
,,Gentle Breeze,BgmWz2,,unclassified,MapleStory,,,,,,Lian Plateau: Cool Breeze Village,RedMoon,ASTERIA,2025,['https://www.youtube.com/watch?v=0l3Jou8Q0O0']
,,Trail of the Red Moon,BgmWz2,,unclassified,MapleStory,forest_jungle|cave_underground,,,,,Red Moon Forest entrance,RedMoon_Dungeon,ASTERIA,2025,['https://www.youtube.com/watch?v=jNqAkqGflME']
,,Under the Red Moon,BgmWz2,,unclassified,MapleStory,forest_jungle|cave_underground,,,,,Red Moon Forest: Red Moon Altar,RedMoon_Dungeon,ASTERIA,2025,['https://www.youtube.com/watch?v=iaT9TlGfvFk']
,,Simulation Training System Online,BgmWz2,,unclassified,MapleStory,,,,,,Omega Sector Night Troupe event,Wz2_annual,ASTERIA,2025,['https://www.youtube.com/watch?v=hzk0NhnP4Rc']
,,Stranger Backstage,BgmWz2,,unclassified,MapleStory,,,,,,Omega Sector Night Troupe event,Wz2_annual,ASTERIA,2025,['https://www.youtube.com/watch?v=AtXJuFwozvw']
,,The Fantastic Thinking -Night Festival-,BgmWz2,,unclassified,MapleStory,,,,,,Ludibrium Night Troupe event,Wz2_annual,ASTERIA,2023,['https://www.youtube.com/watch?v=WtfqoAwve-c']
,,Torinao Doo Do,BgmWz2,,unclassified,MapleStory,,,,,,Omega Sector Night Troupe event,Wz2_annual,ASTERIA,2025,['https://www.youtube.com/watch?v=adrsMtwGpgc']
,,Torinao Doo Do - Concert Hall (Live ver.),BgmWz2,,unclassified,MapleStory,,,,,,Omega Sector Night Troupe event,Wz2_annual,ASTERIA,2025,['https://www.youtube.com/watch?v=tUbmUFeM0mk']
,,Torinao Doo Do - VIP Standing Hall (Live ver.),BgmWz2,,unclassified,MapleStory,,,,,,Omega Sector Night Troupe event,Wz2_annual,ASTERIA,2025,['https://www.youtube.com/watch?v=HTpPhsCuMls']
,,Treasure of Pharaoh - Boss,BgmWz2,,unclassified,MapleStory,,,,,,Treasure of Pharaoh event,Pharaoh,ASTERIA,2022,['https://www.youtube.com/watch?v=aFPdamHVaaE']
,,Treasure of Pharaoh - Chapter 1,BgmWz2,,unclassified,MapleStory,,,,,,Treasure of Pharaoh event,Pharaoh,ASTERIA,2022,['https://www.youtube.com/watch?v=-DHH5TWyFmQ']
,,Treasure of Pharaoh - Chapter 2,BgmWz2,,unclassified,MapleStory,,,,,,Treasure of Pharaoh event,Pharaoh,ASTERIA,2022,['https://www.youtube.com/watch?v=aeE_9MhFNuU']
,,Treasure of Pharaoh - Chapter 3,BgmWz2,,unclassified,MapleStory,,,,,,Treasure of Pharaoh event,Pharaoh,ASTERIA,2022,['https://www.youtube.com/watch?v=A-Vyi6uuve4']
,,Treasure of Pharaoh - Chapter 4,BgmWz2,,unclassified,MapleStory,,,,,,Treasure of Pharaoh event,Pharaoh,ASTERIA,2022,['https://www.youtube.com/watch?v=STeCIlQfIuY']
,,Treasure of Pharaoh - Chapter 5,BgmWz2,,unclassified,MapleStory,,,,,,Treasure of Pharaoh event,Pharaoh,ASTERIA,2022,['https://www.youtube.com/watch?v=7g4kgFKpYXE']
,,Treasure of Pharaoh - Entrance,BgmWz2,,unclassified,MapleStory,,,,,,Treasure of Pharaoh event,Pharaoh,ASTERIA,2022,['https://www.youtube.com/watch?v=0rym7kt-p4Y']
,,Treasure of Pharaoh - Shop,BgmWz2,,unclassified,MapleStory,,,,,,Treasure of Pharaoh event,Pharaoh,ASTERIA,2022,['https://www.youtube.com/watch?v=IkM2f1c73eg']
,,Uncharted Island -Day-,BgmWz2,,unclassified,MapleStory,,,,,,Maple Explorer event,MExplorerIsland,ASTERIA,2020,['https://www.youtube.com/watch?v=fgnfYD84u0Q']
,,Uncharted Island -Night-,BgmWz2,,unclassified,MapleStory,,,,,,Maple Explorer event,MExplorerIsland,ASTERIA,2020,['https://www.youtube.com/watch?v=PDxQ-hHhww4']
,,Uncharted Island -Raid-,BgmWz2,,unclassified,MapleStory,,,,,,Maple Explorer event,MExplorerIsland,ASTERIA,2020,['https://www.youtube.com/watch?v=ubdQ9SgRY80']
,,Superstar Pink Bean Chair,BgmWz2Chair,,unclassified,MapleStory,,,,,,Superstar Pink Bean chair effect,3018286,ASTERIA,2019,['https://www.youtube.com/watch?v=7FSIE0hPxos']
,,Pachinko Interior Ambience,Bgm_pachinko,,unclassified,MapleStory,,,,,,Pachinko ambient noise,jipangu,StudioEIM,2005,['https://www.youtube.com/watch?v=NJo_TrTWIa4']
,,Star Force Destroy,Enchant,,unclassified,MapleStory,,,,,,Star Force system,FreeMarket,ASTERIA,2025,['https://www.youtube.com/watch?v=lNxCrt4p1Ew']
,,Star Force Success,Enchant,,unclassified,MapleStory,,,,,,Star Force system,FreeMarket,ASTERIA,2025,['https://www.youtube.com/watch?v=ouZdiqSIDnM']
,,Star Force Wait Type 0,Enchant,,unclassified,MapleStory,,,,,,Star Force system,FreeMarket,ASTERIA,2025,['https://www.youtube.com/watch?v=Ft2X1oqYMl0']
,,Star Force Wait Type 1,Enchant,,unclassified,MapleStory,,,,,,Star Force system,FreeMarket,ASTERIA,2025,['https://www.youtube.com/watch?v=E-G9roVPJQ0']
,,Brave New World,GL_Erel,,unclassified,MapleStory,,,,,,Erel Light storyline - Edelstein Gate,Edelstein,ASTERIA,2026,['https://www.youtube.com/watch?v=YsoI7TKfyEI']
,,Celestial Eclipse,GL_Erel,,unclassified,MapleStory,,,,,,Helia: Temple of Light,GL_Helia,ASTERIA,2026,['https://www.youtube.com/watch?v=emEcRI-iFaU']
,,Corruptions Embrace,GL_Erel,,unclassified,MapleStory,,,,,,Archon boss theme,GL_Helia,ASTERIA,2026,['https://www.youtube.com/watch?v=nXyaqCPPuqA']
,,Dreamlight Echoes,GL_Erel,,unclassified,MapleStory,,,,,,"Helia: Pente, the Pillar of Light",GL_Helia,ASTERIA,2026,['https://www.youtube.com/watch?v=u9-_60-0N_8']
,,Eclipsed Valor,GL_Erel,,unclassified,MapleStory,,,,,,Archon boss theme,GL_Helia,ASTERIA,2026,['https://www.youtube.com/watch?v=m0598R1Hq0Y']
,,Gathering Gloom,GL_Erel,,unclassified,MapleStory,,,,,,Helia: Burning Katanos,GL_Helia,ASTERIA,2026,['https://www.youtube.com/watch?v=aB6DNHXhbOQ']
,,Happy Anthem,GL_Erel,,unclassified,MapleStory,,,,,,Helia: Erel's House,GL_Helia,ASTERIA,2026,['https://www.youtube.com/watch?v=UbNT3tFHIgs']
,,Radiant,GL_Erel,,unclassified,MapleStory,,,,,,Helia: Katanos,GL_Helia,ASTERIA,2026,['https://www.youtube.com/watch?v=jREHDGCsArw']
,,Revelation,GL_Erel,,unclassified,MapleStory,,,,,,Erel Light storyline,GL_Helia,ASTERIA,2026,['https://www.youtube.com/watch?v=vUFSd5oRo_4']
,,Serenity Winds,GL_Erel,,unclassified,MapleStory,,,,,,"Helia: Tessera, the Pillar of Light",GL_Helia,ASTERIA,2026,['https://www.youtube.com/watch?v=pZaRbRFZSxo']
,,Threshold,GL_Erel,,unclassified,MapleStory,,,,,,"Helia: Tres, the Pillar of Light",GL_Helia,ASTERIA,2026,['https://www.youtube.com/watch?v=jKE50k1bgKc']
,,Veil of Justice,GL_Erel,,unclassified,MapleStory,,,,,,Helia: Argent Guard Base,GL_Helia,ASTERIA,2026,['https://www.youtube.com/watch?v=lAyQ-5wt2uY']
,,Vitality,GL_Erel,,unclassified,MapleStory,,,,,,"Helia: Duo, the Pillar of Light",GL_Helia,ASTERIA,2026,['https://www.youtube.com/watch?v=EFi9pNt7woE']
,,A World Shown by New Light,GL_Erel,,unclassified,MapleStory,,,,,,Erel Light storyline,GL_Helia,ASTERIA,2026,['https://www.youtube.com/watch?v=jodLjEVvImc']
,,Crimson Mountain,GL_Masteria,,unclassified,MapleStory,,,,,,Crimsonwood Mountain,Crimsonwood,ASTERIA,2019,['https://www.youtube.com/watch?v=6L1PLMErNf0']
,,To Versal,GL_Masteria,,unclassified,MapleStory,,,,,,Crimsonwood Keep: Council Hall,Crimsonwood,ASTERIA,2019,['https://www.youtube.com/watch?v=GtO4mTwY-XA']
,,Parallel Magatia,GL_Operation,,unclassified,MapleStory,,,,,,Operation: Dive event,Parallel_Magatia,ASTERIA,2026,['https://www.youtube.com/watch?v=odqz1-z8CdI']
,,Ride or Die - Darknell,GL_RideOrDie,,unclassified,MapleStory,,,,,,2024 Ride or Die event boss theme,2024DarkRide,ASTERIA,2024,['https://www.youtube.com/watch?v=LQ9l13sm0UQ']
,,Ride or Die - Horntail,GL_RideOrDie,,unclassified,MapleStory,,,,,,2024 Ride or Die event boss theme,2024DarkRide,ASTERIA,2024,['https://www.youtube.com/watch?v=TW1gdJFqhvQ']
,,Ride or Die - Papulatus,GL_RideOrDie,,unclassified,MapleStory,,,,,,2024 Ride or Die event boss theme,2024DarkRide,ASTERIA,2024,['https://www.youtube.com/watch?v=DA5wnJSSX2o']
,,Ride or Die - Guardian Angel Slime,GL_RideOrDie,,unclassified,MapleStory,,,,,,2024 Ride or Die event boss theme,2024DarkRide,ASTERIA,2024,['https://www.youtube.com/watch?v=b9JSZsuZ-iE']
,,Ride or Die - Vellum,GL_RideOrDie,,unclassified,MapleStory,,,,,,2024 Ride or Die event boss theme,2024DarkRide,ASTERIA,2024,['https://www.youtube.com/watch?v=IX331xoK2zw']
,,Ride or Die - Zakum,GL_RideOrDie,,unclassified,MapleStory,,,,,,2024 Ride or Die event boss theme,2024DarkRide,ASTERIA,2024,['https://www.youtube.com/watch?v=3W5dig5Q_gI']
,,Ride or Die - Entrance,GL_RideOrDie,,unclassified,MapleStory,,,,,,2024 Ride or Die event,2024DarkRide,ASTERIA,2024,['https://www.youtube.com/watch?v=uwlUwHk1wE8']
,,Falter Mind Became a Starlight,GL_Sia,,unclassified,MapleStory,,,,,,Oort: Star Garden,GL_Oort,ASTERIA,2025,['https://www.youtube.com/watch?v=6JL2Y8e1d4Q']
,,Friend Became a Star,GL_Sia,,unclassified,MapleStory,,,,,,Perion: Astronomy Lab,GL_OortLab,ASTERIA,2025,['https://www.youtube.com/watch?v=GDkTZp0ucZE']
,,Little Star's Happy Delusion,GL_Sia,,unclassified,MapleStory,,,,,,Oort: Twinkling Valley,GL_Oort,ASTERIA,2025,['https://www.youtube.com/watch?v=mYvsr2eIW-k']
,,The Guardian of the Stars,GL_Sia,,unclassified,MapleStory,,,,,,Oort Lobby,GL_Oort,ASTERIA,2025,['https://www.youtube.com/watch?v=fCUPkw1Dsco']
,,The Lullaby Oort,GL_Sia,,unclassified,MapleStory,,,,,,Oort,GL_Oort,ASTERIA,2025,['https://www.youtube.com/watch?v=najOnl1mXW0']
,,Hidden Hallway,PL_Beautyroid,,unclassified,MapleStory,,,,,,Mechanical Hearts: Aspire - Hidden Hallway,PL_Beautyroid,ASTERIA,2020,['https://www.youtube.com/watch?v=aentFD_-8uo']
,,Scion's Lair,PL_Beautyroid,,unclassified,MapleStory,,,,,,Mechanical Hearts: Aspire - Scion's Lair,PL_Beautyroid,ASTERIA,2020,['https://www.youtube.com/watch?v=t6sLGm66uWY']
,,Unseen Prison,PL_Beautyroid,,unclassified,MapleStory,,,,,,Mechanical Hearts - Scion's Invitation chair effect,PL_Beautyroid,ASTERIA,2020,['https://www.youtube.com/watch?v=_t9zVOFNVlY']
,,Beautyroid Lab,PL_Beautyroid,,unclassified,MapleStory,,,,,,Mechanical Hearts: Aspire Industries lab,PL_Beautyroid,ASTERIA,2017,['https://www.youtube.com/watch?v=aHR0xM6CVQ0']
,,Beautyroid Lobby,PL_Beautyroid,,unclassified,MapleStory,,,,,,Mechanical Hearts: Aspire Industries lobby,PL_Beautyroid,ASTERIA,2017,['https://www.youtube.com/watch?v=-aT2UF3yW1I']
,,Peaceful Life,PL_Beautyroid,,unclassified,MapleStory,,,,,,Mechanical Hearts: Episode 2,PL_Beautyroid,ASTERIA,2017,['https://www.youtube.com/watch?v=_Gt9PQYmhIg']
,,Primrose,PL_Beautyroid,,unclassified,MapleStory,,,,,,Mechanical Hearts: Episode 2 ending,PL_Beautyroid,ASTERIA,2017,['https://www.youtube.com/watch?v=gw7gbAh0hZA']
,,Unforgettable Gun,PL_CaptainNomad,,unclassified,MapleStory,,,,,,Captain Vaga missions,PL_CaptainVaga,ASTERIA,2018,['https://www.youtube.com/watch?v=5faEeE3Z_fU']
,,Escape,PL_CaptainNomad,,unclassified,MapleStory,,,,,,Captain Vaga finale,PL_CaptainVaga,ASTERIA,2018,['https://www.youtube.com/watch?v=EYXHWkl_hnw']
,,Tomorrow,PL_CaptainNomad,,unclassified,MapleStory,,,,,,Captain Vaga intro,PL_CaptainVaga,ASTERIA,2018,['https://www.youtube.com/watch?v=3OM9ZKFWD3s']
,,MMF Bad Guys,PL_MMF,,unclassified,MapleStory,sea_underwater|city_machine,,,,,Maple Music Festival - Kerning City stage,3015606,DJ Searcher,2016,['https://www.youtube.com/watch?v=hHVlL6GKYx0']
,,Ashley,PL_NeoTokyo,,unclassified,MapleStory,,,,,,2022 Neo Tokyo storyline,Tokyo,ASTERIA,2022,['https://www.youtube.com/watch?v=D3XEJllFPEQ']
,,Ashley -climax-,PL_NeoTokyo,,unclassified,MapleStory,,,,,,2022 Neo Tokyo storyline,Tokyo,ASTERIA,2022,['https://www.youtube.com/watch?v=ZCCTE1j6cuI']
,,Ashley -loop-,PL_NeoTokyo,,unclassified,MapleStory,,,,,,2022 Neo Tokyo storyline,Tokyo,ASTERIA,2022,['https://www.youtube.com/watch?v=Y_Eesyp3bPM']
,,Aufheben,PL_NeoTokyo,,unclassified,MapleStory,,,,,,2022 Neo Tokyo Aufheben boss theme,Tokyo,ASTERIA,2022,['https://www.youtube.com/watch?v=qY_RhKwGDfQ']
,,Dunas,PL_NeoTokyo,,unclassified,MapleStory,,,,,,2022 Neo Tokyo storyline,Tokyo,ASTERIA,2022,['https://www.youtube.com/watch?v=2oxWDW8CpBI']
,,Dunas -climax-,PL_NeoTokyo,,unclassified,MapleStory,,,,,,2022 Neo Tokyo storyline,Tokyo,ASTERIA,2022,['https://www.youtube.com/watch?v=BnJ9b15veGo']
,,Dunas -loop-,PL_NeoTokyo,,unclassified,MapleStory,,,,,,2022 Neo Tokyo storyline,Tokyo,ASTERIA,2022,['https://www.youtube.com/watch?v=Vl2tLwpDr9Q']
,,Rebirth,PL_NeoTokyo,,unclassified,MapleStory,,,,,,2022 Neo Tokyo storyline,Tokyo,ASTERIA,2022,['https://www.youtube.com/watch?v=vODqg_Vcnkw']
,,Rebirth -climax-,PL_NeoTokyo,,unclassified,MapleStory,,,,,,2022 Neo Tokyo storyline,Tokyo,ASTERIA,2022,['https://www.youtube.com/watch?v=hJgiyvwHyuo']
,,Rebirth -loop-,PL_NeoTokyo,,unclassified,MapleStory,,,,,,2022 Neo Tokyo storyline,Tokyo,ASTERIA,2022,['https://www.youtube.com/watch?v=4HwA7NfFJ54']
,,Twenteena -Exit-,PL_Sound,,unclassified,MapleStory,,,,,,2025 GlobalMS MapleCon LA 'Build a Monster!' in-game event,1006520,ASTERIA,2025,['https://www.youtube.com/watch?v=UsM2PVz2meU']
,,Twenteena -Main-,PL_Sound,,unclassified,MapleStory,,,,,,2025 GlobalMS MapleCon LA 'Build a Monster!' in-game event,1006520,ASTERIA,2025,['https://www.youtube.com/watch?v=8sJEoJSNAuY']
,,Silvery Wolf,PL_sengoku3,,unclassified,MapleStory,,,,,,Sengoku III: Akechi Mitsuhide boss theme,PL_Sengoku3,ASTERIA,2020,['https://www.youtube.com/watch?v=UpbcAiQaBqE']
,,Silvery Wolf -Second ver.-,PL_sengoku3,,unclassified,MapleStory,,,,,,Sengoku III: Akechi Mitsuhide boss theme,PL_Sengoku3,ASTERIA,2020,['https://www.youtube.com/watch?v=SbOO7rpjm04']
,,Silvery Wolf -Third ver.-,PL_sengoku3,,unclassified,MapleStory,,,,,,Sengoku III: Akechi Mitsuhide boss theme,PL_Sengoku3,ASTERIA,2020,['https://www.youtube.com/watch?v=0jg5W5jAMHw']
,,Meaning of the Dawn,PL_sengoku3,,unclassified,MapleStory,,,,,,Sengoku III storyline,PL_Sengoku3,ASTERIA,2020,['https://www.youtube.com/watch?v=0jd5bau0QzM']
,,Scattering Sakura,PL_sengoku3,,unclassified,MapleStory,,,,,,Sengoku III storyline,PL_Sengoku3,ASTERIA,2020,['https://www.youtube.com/watch?v=1Fyy-Ct2HSw']
,,Secret Vow,PL_sengoku3,,unclassified,MapleStory,,,,,,Sengoku III storyline,PL_Sengoku3,ASTERIA,2020,['https://www.youtube.com/watch?v=JxKgF_8Sfaw']
,,Shura Castle,PL_sengoku3,,unclassified,MapleStory,,,,,,Sengoku III: Inside Shura Castle,PL_Sengoku3,ASTERIA,2020,['https://www.youtube.com/watch?v=2hZ8gYxHFvA']
,,To the Battlefield,PL_sengoku3,,unclassified,MapleStory,,,,,,Sengoku III: Shura Castle,PL_Sengoku3,ASTERIA,2020,['https://www.youtube.com/watch?v=OdzImXmAduE']
,,In the Starry Night,VIPSystem,,unclassified,MapleStory,,,,,,VIP Lounge: Starry Rooftop,VIPlounge,ASTERIA,2025,['https://www.youtube.com/watch?v=OjeQNuy-gjw']
,,Remembrance (Eden & Erin Ver.),VIPSystem,,unclassified,MapleStory,,,,,,VIP Lounge musical performance,VIPlounge,ASTERIA,2025,['https://www.youtube.com/watch?v=emm4cECq928']
,,Secret Concert,VIPSystem,,unclassified,MapleStory,,,,,,VIP Lounge: Royal Suite,VIPlounge,ASTERIA,2025,['https://www.youtube.com/watch?v=MCm6_nXRWes']
,,VIP Lounge Main Theme,VIPSystem,,unclassified,MapleStory,,,,,,VIP Lounge,VIPlounge,ASTERIA,2025,['https://www.youtube.com/watch?v=-nb3BY1RXqs']
,,VIP Lounge Main Theme (Saturday Ver.),VIPSystem,,unclassified,MapleStory,,,,,,VIP Lounge,VIPlounge,ASTERIA,2025,['https://www.youtube.com/watch?v=6lss_rm5F4A']
,,When the Morning Comes (Eden & Erin Ver.),VIPSystem,,unclassified,MapleStory,,,,,,VIP Lounge musical performance,VIPlounge,ASTERIA,2025,['https://www.youtube.com/watch?v=iJJPVif0kVo']
